feature,variable_name,description,bank_finalized,feature_family,transform_family,window,direction,availability_class,sensitive,sensitive_kind,leakage_status,semantic_tags
F3162,D_NON_CASH_CHQ_TXN_DB_7D_OCC,Deviation of Non Cash Non Cheque Debit txns - last 7D,False,NON_CASH_CHQ,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|NON_CASH_CHQ|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3163,D_NON_CASH_CHQ_AMT_7D_OCC,Deviation of Non Cash Non Cheque Total Amount - last 7D,False,NON_CASH_CHQ,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|NON_CASH_CHQ|OCCUPATION_SEGMENT
F3164,D_NON_CASH_CHQ_AMT_CR_7D_OCC,Deviation of Non Cash Non Cheque Credit Amount - last 7D,False,NON_CASH_CHQ,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|NON_CASH_CHQ|OCCUPATION_SEGMENT
F3165,D_NON_CASH_CHQ_AMT_DB_7D_OCC,Deviation of Non Cash Non Cheque Debit Amount - last 7D,False,NON_CASH_CHQ,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|NON_CASH_CHQ|OCCUPATION_SEGMENT
F3166,D_CI_NON_CASH_CHQ_TXN_7D_OCC,Deviation of Customer Induced Non Cash Non Cheque Total txns - last 7D,False,NON_CASH_CHQ,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,DEVIATION|NON_CASH_CHQ|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3167,D_CI_NON_CASH_CHQ_TXN_CR_7D_OCC,Deviation of Customer Induced Non Cash Non Cheque Credit txns - last 7D,False,NON_CASH_CHQ,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|DEVIATION|NON_CASH_CHQ|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3168,D_CI_NON_CASH_CHQ_TXN_DB_7D_OCC,Deviation of Customer Induced Non Cash Non Cheque Debit txns - last 7D,False,NON_CASH_CHQ,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|NON_CASH_CHQ|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3169,D_CI_NON_CASH_CHQ_AMT_7D_OCC,Deviation of Customer Induced Non Cash Non Cheque Total Amount - last 7D,False,NON_CASH_CHQ,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|NON_CASH_CHQ|OCCUPATION_SEGMENT
F3170,D_CI_NON_CASH_CHQ_AMT_CR_7D_OCC,Deviation of Customer Induced Non Cash Non Cheque Credit Amount - last 7D,False,NON_CASH_CHQ,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|NON_CASH_CHQ|OCCUPATION_SEGMENT
F3171,D_CI_NON_CASH_CHQ_AMT_DB_7D_OCC,Deviation of Customer Induced Non Cash Non Cheque Debit Amount - last 7D,False,NON_CASH_CHQ,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|NON_CASH_CHQ|OCCUPATION_SEGMENT
F3172,D_CI_TXN_7D_OCC,Deviation of Customer Induced Total txns - last 7D,False,CASH_INTENSIVE,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,CASH_INTENSIVE|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3173,D_CI_TXN_CR_7D_OCC,Deviation of Customer Induced Credit txns - last 7D,False,CASH_INTENSIVE,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CASH_INTENSIVE|CREDIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3174,D_CI_TXN_DB_7D_OCC,Deviation of Customer Induced Debit txns - last 7D,False,CASH_INTENSIVE,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,CASH_INTENSIVE|DEBIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3175,D_CI_AMT_7D_OCC,Deviation of Customer Induced Total Amount - last 7D,False,CASH_INTENSIVE,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|CASH_INTENSIVE|DEVIATION|OCCUPATION_SEGMENT
F3176,D_CI_AMT_CR_7D_OCC,Deviation of Customer Induced Credit Amount - last 7D,False,CASH_INTENSIVE,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CASH_INTENSIVE|CREDIT|DEVIATION|OCCUPATION_SEGMENT
F3177,D_CI_AMT_DB_7D_OCC,Deviation of Customer Induced Debit Amount - last 7D,False,CASH_INTENSIVE,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|CASH_INTENSIVE|DEBIT|DEVIATION|OCCUPATION_SEGMENT
F3178,D_ATM_TXN_7D_OCC,Deviation of ATM Total txns - last 7D,False,ATM,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,ATM|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3179,D_ATM_TXN_CR_7D_OCC,Deviation of ATM Credit txns - last 7D,False,ATM,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,ATM|CREDIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3180,D_ATM_TXN_DB_7D_OCC,Deviation of ATM Debit txns - last 7D,False,ATM,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,ATM|DEBIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3181,D_ATM_AMT_7D_OCC,Deviation of ATM Total Amount - last 7D,False,ATM,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|DEVIATION|OCCUPATION_SEGMENT
F3182,D_ATM_AMT_CR_7D_OCC,Deviation of ATM Credit Amount - last 7D,False,ATM,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|CREDIT|DEVIATION|OCCUPATION_SEGMENT
F3183,D_ATM_AMT_DB_7D_OCC,Deviation of ATM Debit Amount - last 7D,False,ATM,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|DEBIT|DEVIATION|OCCUPATION_SEGMENT
F3184,D_BI_FEES_CHRGS_TXN_7D_OCC,Deviation of Bank Induced Fees Charges Total txns - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3185,D_BI_FEES_CHRGS_TXN_CR_7D_OCC,Deviation of Bank Induced Fees Charges Credit txns - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3186,D_BI_FEES_CHRGS_TXN_DB_7D_OCC,Deviation of Bank Induced Fees Charges Debit txns - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3187,D_BI_FEES_CHRGS_AMT_7D_OCC,Deviation of Bank Induced Fees Charges Total Amount - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT
F3188,D_BI_FEES_CHRGS_AMT_CR_7D_OCC,Deviation of Bank Induced Fees Charges Credit Amount - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT
F3189,D_BI_FEES_CHRGS_AMT_DB_7D_OCC,Deviation of Bank Induced Fees Charges Debit Amount - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT
F3190,D_CI_FEES_CHRGS_TXN_7D_OCC,Deviation of Customer Induced Fees Charges Total txns - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3191,D_CI_FEES_CHRGS_TXN_CR_7D_OCC,Deviation of Customer Induced Fees Charges Credit txns - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3192,D_CI_FEES_CHRGS_TXN_DB_7D_OCC,Deviation of Customer Induced Fees Charges Debit txns - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3193,D_CI_FEES_CHRGS_AMT_7D_OCC,Deviation of Customer Induced Fees Charges Total Amount - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT
F3194,D_CI_FEES_CHRGS_AMT_CR_7D_OCC,Deviation of Customer Induced Fees Charges Credit Amount - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT
F3195,D_CI_FEES_CHRGS_AMT_DB_7D_OCC,Deviation of Customer Induced Fees Charges Debit Amount - last 7D,False,FEES_AND_CHARGES,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|FEES_AND_CHARGES|OCCUPATION_SEGMENT
F3196,D_GST_TXN_7D_OCC,Deviation of GST Total txns - last 7D,False,GST,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,DEVIATION|GST|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3197,D_GST_TXN_CR_7D_OCC,Deviation of GST Credit txns - last 7D,False,GST,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|DEVIATION|GST|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3198,D_GST_TXN_DB_7D_OCC,Deviation of GST Debit txns - last 7D,False,GST,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|GST|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3199,D_GST_AMT_7D_OCC,Deviation of GST Total Amount - last 7D,False,GST,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|GST|OCCUPATION_SEGMENT
F3200,D_GST_AMT_CR_7D_OCC,Deviation of GST Credit Amount - last 7D,False,GST,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|GST|OCCUPATION_SEGMENT
F3201,D_GST_AMT_DB_7D_OCC,Deviation of GST Debit Amount - last 7D,False,GST,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|GST|OCCUPATION_SEGMENT
F3202,D_ELEC_XFER_TXN_7D_OCC,Deviation of Online Transfer (IMPS+NEFT+RTGS) Total txns - last 7D,False,ELEC_XFER,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,DEVIATION|ELEC_XFER|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3203,D_ELEC_XFER_TXN_CR_7D_OCC,Deviation of Online Transfer (IMPS+NEFT+RTGS) Credit txns - last 7D,False,ELEC_XFER,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|DEVIATION|ELEC_XFER|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3204,D_ELEC_XFER_TXN_DB_7D_OCC,Deviation of Online Transfer (IMPS+NEFT+RTGS) Debit txns - last 7D,False,ELEC_XFER,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|ELEC_XFER|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3205,D_ELEC_XFER_AMT_7D_OCC,Deviation of Online Transfer (IMPS+NEFT+RTGS) Total Amount - last 7D,False,ELEC_XFER,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|ELEC_XFER|OCCUPATION_SEGMENT
F3206,D_ELEC_XFER_AMT_CR_7D_OCC,Deviation of Online Transfer (IMPS+NEFT+RTGS) Credit Amount - last 7D,False,ELEC_XFER,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|ELEC_XFER|OCCUPATION_SEGMENT
F3207,D_ELEC_XFER_AMT_DB_7D_OCC,Deviation of Online Transfer (IMPS+NEFT+RTGS) Debit Amount - last 7D,False,ELEC_XFER,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|ELEC_XFER|OCCUPATION_SEGMENT
F3208,D_UPI_XFER_TXN_7D_OCC,Deviation of UPI Debit txns - last 7D,False,UPI_XFER,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT|UPI_XFER
F3209,D_UPI_TXN_CR_7D_OCC,Deviation of UPI Debit Amount - last 7D,False,UPI,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|OCCUPATION_SEGMENT|UPI
F3210,D_UPI_TXN_DB_7D_OCC,Deviation of UPI Total txns - last 7D,False,UPI,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT|UPI
F3211,D_UPI_XFER_AMT_7D_OCC,Deviation of UPI Credit txns - last 7D,False,UPI_XFER,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT|UPI_XFER
F3212,D_UPI_AMT_CR_7D_OCC,Deviation of UPI Total Amount - last 7D,False,UPI,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|OCCUPATION_SEGMENT|UPI
F3213,D_UPI_AMT_DB_7D_OCC,Deviation of UPI Credit Amount - last 7D,False,UPI,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|OCCUPATION_SEGMENT|UPI
F3214,D_NET_BNKING_TXN_7D_OCC,Deviation of Net Banking Total txns - last 7D,False,NET_BANKING,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,DEVIATION|NET_BANKING|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3215,D_NET_BNKING_TXN_CR_7D_OCC,Deviation of Net Banking Credit txns - last 7D,False,NET_BANKING,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|DEVIATION|NET_BANKING|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3216,D_NET_BNKING_TXN_DB_7D_OCC,Deviation of Net Banking Debit txns - last 7D,False,NET_BANKING,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|NET_BANKING|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3217,D_NET_BNKING_AMT_7D_OCC,Deviation of Net Banking Total Amount - last 7D,False,NET_BANKING,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|NET_BANKING|OCCUPATION_SEGMENT
F3218,D_NET_BNKING_AMT_CR_7D_OCC,Deviation of Net Banking Credit Amount - last 7D,False,NET_BANKING,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|NET_BANKING|OCCUPATION_SEGMENT
F3219,D_NET_BNKING_AMT_DB_7D_OCC,Deviation of Net Banking Debit Amount - last 7D,False,NET_BANKING,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|NET_BANKING|OCCUPATION_SEGMENT
F3220,D_MOB_BNKING_TXN_7D_OCC,Deviation of Mobile Banking Debit txns - last 7D,False,MOBILE_BANKING,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,DEVIATION|MOBILE_BANKING|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3221,D_MBNKING_TXN_CR_7D_OCC,Deviation of Mobile Banking Debit Amount - last 7D,False,MOBILE_BANKING,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|MOBILE_BANKING|OCCUPATION_SEGMENT
F3222,D_MBNKING_TXN_DB_7D_OCC,Deviation of Mobile Banking Total txns - last 7D,False,MOBILE_BANKING,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|MOBILE_BANKING|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3223,D_MOB_BNKING_AMT_7D_OCC,Deviation of Mobile Banking Credit txns - last 7D,False,MOBILE_BANKING,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|MOBILE_BANKING|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3224,D_MBNKING_AMT_CR_7D_OCC,Deviation of Mobile Banking Total Amount - last 7D,False,MOBILE_BANKING,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|MOBILE_BANKING|OCCUPATION_SEGMENT
F3225,D_MBNKING_AMT_DB_7D_OCC,Deviation of Mobile Banking Credit Amount - last 7D,False,MOBILE_BANKING,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|MOBILE_BANKING|OCCUPATION_SEGMENT
F3226,D_POS_PYMT_TXN_7D_OCC,Deviation of Merchant Payment Total txns - last 7D,False,POS_MERCHANT,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,DEVIATION|OCCUPATION_SEGMENT|POS_MERCHANT|TRANSACTION_COUNT
F3227,D_POS_PYMT_TXN_CR_7D_OCC,Deviation of Merchant Payment Credit txns - last 7D,False,POS_MERCHANT,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|DEVIATION|OCCUPATION_SEGMENT|POS_MERCHANT|TRANSACTION_COUNT
F3228,D_POS_PYMT_TXN_DB_7D_OCC,Deviation of Merchant Payment Debit txns - last 7D,False,POS_MERCHANT,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|OCCUPATION_SEGMENT|POS_MERCHANT|TRANSACTION_COUNT
F3229,D_POS_PYMT_AMT_7D_OCC,Deviation of Merchant Payment Total Amount - last 7D,False,POS_MERCHANT,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|OCCUPATION_SEGMENT|POS_MERCHANT
F3230,D_POS_PYMT_AMT_CR_7D_OCC,Deviation of Merchant Payment Credit Amount - last 7D,False,POS_MERCHANT,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|OCCUPATION_SEGMENT|POS_MERCHANT
F3231,D_POS_PYMT_AMT_DB_7D_OCC,Deviation of Merchant Payment Debit Amount - last 7D,False,POS_MERCHANT,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|OCCUPATION_SEGMENT|POS_MERCHANT
F3232,D_BBPS_TXN_7D_OCC,Deviation of Bharat Bill Payment System Total txns - last 7D,False,BBPS,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,BBPS|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3233,D_BBPS_TXN_CR_7D_OCC,Deviation of Bharat Bill Payment System Credit txns - last 7D,False,BBPS,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,BBPS|CREDIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3234,D_BBPS_TXN_DB_7D_OCC,Deviation of Bharat Bill Payment System Debit txns - last 7D,False,BBPS,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,BBPS|DEBIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3235,D_BBPS_AMT_7D_OCC,Deviation of Bharat Bill Payment System Total Amount - last 7D,False,BBPS,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|BBPS|DEVIATION|OCCUPATION_SEGMENT
F3236,D_BBPS_AMT_CR_7D_OCC,Deviation of Bharat Bill Payment System Credit Amount - last 7D,False,BBPS,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|BBPS|CREDIT|DEVIATION|OCCUPATION_SEGMENT
F3237,D_BBPS_AMT_DB_7D_OCC,Deviation of Bharat Bill Payment System Debit Amount - last 7D,False,BBPS,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|BBPS|DEBIT|DEVIATION|OCCUPATION_SEGMENT
F3238,D_APB_TXN_7D_OCC,Deviation of Aadhar Payment Bridge Total txns - last 7D,False,AADHAAR_PAYMENT_BRIDGE,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3239,D_APB_TXN_CR_7D_OCC,Deviation of Aadhar Payment Bridge Credit txns - last 7D,False,AADHAAR_PAYMENT_BRIDGE,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|CREDIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3240,D_APB_TXN_DB_7D_OCC,Deviation of Aadhar Payment Bridge Debit txns - last 7D,False,AADHAAR_PAYMENT_BRIDGE,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|DEBIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3241,D_APB_AMT_7D_OCC,Deviation of Aadhar Payment Bridge Total Amount - last 7D,False,AADHAAR_PAYMENT_BRIDGE,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|DEVIATION|OCCUPATION_SEGMENT
F3242,D_APB_AMT_CR_7D_OCC,Deviation of Aadhar Payment Bridge Credit Amount - last 7D,False,AADHAAR_PAYMENT_BRIDGE,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|CREDIT|DEVIATION|OCCUPATION_SEGMENT
F3243,D_APB_AMT_DB_7D_OCC,Deviation of Aadhar Payment Bridge Debit Amount - last 7D,False,AADHAAR_PAYMENT_BRIDGE,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|DEBIT|DEVIATION|OCCUPATION_SEGMENT
F3244,D_LOAN_TXN_7D_OCC,Deviation of Loan Total txns - last 7D,False,LOAN,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,DEVIATION|LOAN|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3245,D_LOAN_TXN_CR_7D_OCC,Deviation of Loan Credit txns - last 7D,False,LOAN,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|DEVIATION|LOAN|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3246,D_LOAN_TXN_DB_7D_OCC,Deviation of Loan Debit txns - last 7D,False,LOAN,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|LOAN|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3247,D_LOAN_AMT_7D_OCC,Deviation of Loan Total Amount - last 7D,False,LOAN,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|LOAN|OCCUPATION_SEGMENT
F3248,D_LOAN_AMT_CR_7D_OCC,Deviation of Loan Credit Amount - last 7D,False,LOAN,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|LOAN|OCCUPATION_SEGMENT
F3249,D_LOAN_AMT_DB_7D_OCC,Deviation of Loan Debit Amount - last 7D,False,LOAN,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|LOAN|OCCUPATION_SEGMENT
F3250,D_STDNG_INSTR_7D_OCC,Deviation of Standing Instruction Total Amount - last 7D,False,STANDING_INSTRUCTION,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|OCCUPATION_SEGMENT|STANDING_INSTRUCTION
F3251,D_STDNG_INSTR_CR_TXN_7D_OCC,Deviation of Standing Instruction Credit txns - last 7D,False,STANDING_INSTRUCTION,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CREDIT|DEVIATION|OCCUPATION_SEGMENT|STANDING_INSTRUCTION|TRANSACTION_COUNT
F3252,D_STDNG_INSTR_DB_TXN_7D_OCC,Deviation of Standing Instruction Debit txns - last 7D,False,STANDING_INSTRUCTION,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,DEBIT|DEVIATION|OCCUPATION_SEGMENT|STANDING_INSTRUCTION|TRANSACTION_COUNT
F3253,D_STDNG_INSTR_AMT_7D_OCC,Deviation of Standing Instruction Credit Amount - last 7D,False,STANDING_INSTRUCTION,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|DEVIATION|OCCUPATION_SEGMENT|STANDING_INSTRUCTION
F3254,D_STDNG_INSTR_AMT_CR_7D_OCC,Deviation of Standing Instruction Debit Amount - last 7D,False,STANDING_INSTRUCTION,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|CREDIT|DEVIATION|OCCUPATION_SEGMENT|STANDING_INSTRUCTION
F3255,D_STDNG_INSTR_AMT_DB_7D_OCC,Deviation of Standing Instruction Total txns - last 7D,False,STANDING_INSTRUCTION,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|DEBIT|DEVIATION|OCCUPATION_SEGMENT|STANDING_INSTRUCTION|TRANSACTION_COUNT
F3256,D_CASH_TXN_14D_OCC,Deviation of Cash Total txns - last 14D,False,CASH,DEVIATION,NONE,BOTH,BEHAVIORAL,False,,SAFE,CASH|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3257,D_CASH_TXN_CR_14D_OCC,Deviation of Cash Credit txns - last 14D,False,CASH,DEVIATION,NONE,CREDIT,BEHAVIORAL,False,,SAFE,CASH|CREDIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
F3258,D_CASH_TXN_DB_14D_OCC,Deviation of Cash Debit txns - last 14D,False,CASH,DEVIATION,NONE,DEBIT,BEHAVIORAL,False,,SAFE,CASH|DEBIT|DEVIATION|OCCUPATION_SEGMENT|TRANSACTION_COUNT
