feature,dtype,n_missing,missing_rate,n_unique,is_constant,top_value_share,is_quasi_constant,zero_rate,min,max,mean,std,q01,q25,q50,q75,q99,is_integer_valued,top_values,content_hash,duplicate_of
F2743,Float64,476,0.052411,386,false,0.084825,false,0.084825,-0.94,1707.6,0.3312956077155473,20.785098684220916,-0.79,-0.39,-0.16,0.0,2.91,false,,6f0b9dd1b720104ee87fcc3c4d92c49ee364b671c8cc042f5ac61b67d08aa53e,
F2744,Float64,1304,0.143581,645,false,0.059398,false,0.059398,-0.93,1206744.77,503.888544613011,18875.255901276254,-0.78,-0.39,-0.16,0.04,85.52959999999977,false,,dee0ab02b0c2351005447fe6232142b8623fc181fb3df7d598aaf5aeca1eecf7,
F2745,Float64,759,0.083572,378,false,0.066803,false,0.066803,-0.94,407.92,0.05859665985822418,5.814315432135539,-0.8,-0.41,-0.18,0.0,2.965600000000013,false,,ff4049bcedc4d200b5da3933e0c2c5d7a9634532407b3ef648a9b16cc82164b7,
F2746,Float64,476,0.052411,156,false,0.42389,false,0.42389,-0.9,2.81,-0.004392284452707413,0.1297774116709997,-0.4,-0.01,0.0,0.0,0.5,false,,018161386bf0cd7c215e9967342805878f34c852e5ef37e61921d24583b8d066,F2740
F2747,Float64,1304,0.143581,350,false,0.083569,false,0.083569,-0.94,12.21,0.08130367703779891,0.5094130631436218,-0.63,-0.13,0.0,0.14,2.2114999999999783,false,,28c8804e38a4a5b2b8464bf29907d6e1c3caf10be83917856ca2784f51b56bbc,F2741
F2748,Float64,759,0.083572,238,false,0.094557,false,0.094557,-0.93,18.34,0.008337138051183466,0.3548707420186484,-0.57,-0.09,-0.01,0.07,0.9278000000000066,false,,15aa545d3c8ba529dc1f7bd3c8684a7511fc1e8cbc509bb47d8aa93e977a025f,F2742
F2749,Float64,476,0.052411,386,false,0.084825,false,0.084825,-0.94,1707.6,0.3312956077155473,20.785098684220916,-0.79,-0.39,-0.16,0.0,2.91,false,,6f0b9dd1b720104ee87fcc3c4d92c49ee364b671c8cc042f5ac61b67d08aa53e,F2743
F2750,Float64,1304,0.143581,645,false,0.059398,false,0.059398,-0.93,1206744.77,503.888544613011,18875.255901276254,-0.78,-0.39,-0.16,0.04,85.52959999999977,false,,dee0ab02b0c2351005447fe6232142b8623fc181fb3df7d598aaf5aeca1eecf7,F2744
F2751,Float64,759,0.083572,378,false,0.066803,false,0.066803,-0.94,407.92,0.05859665985822418,5.814315432135539,-0.8,-0.41,-0.18,0.0,2.965600000000013,false,,ff4049bcedc4d200b5da3933e0c2c5d7a9634532407b3ef648a9b16cc82164b7,F2745
F2752,Float64,8116,0.893636,195,false,0.030021,false,0.030021,-0.88,3.82,-0.19828157349896483,0.5427263697617716,-0.82,-0.56,-0.325,0.0,1.59,false,,c26d91afb5976c863dcb9ffffef6d38a9c1329dc38198d3df1ab73ed8075ee96,
F2753,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,F128
F2754,Float64,8116,0.893636,195,false,0.030021,false,0.030021,-0.88,3.82,-0.19828157349896483,0.5427263697617716,-0.82,-0.56,-0.325,0.0,1.59,false,,c26d91afb5976c863dcb9ffffef6d38a9c1329dc38198d3df1ab73ed8075ee96,F2752
F2755,Float64,8116,0.893636,220,false,0.02588,false,0.02588,-0.88,33.79,0.004627329192546568,1.823071946123849,-0.82,-0.6,-0.36,0.0,5.673500000000004,false,,cf5fc430133711d64284a8deaaafc4debc09cacfe8a9866adcdda48161f8c26e,
F2756,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,F128
F2757,Float64,8116,0.893636,220,false,0.02588,false,0.02588,-0.88,33.79,0.004627329192546568,1.823071946123849,-0.82,-0.6,-0.36,0.0,5.673500000000004,false,,cf5fc430133711d64284a8deaaafc4debc09cacfe8a9866adcdda48161f8c26e,F2755
F2758,Float64,8155,0.89793,162,false,0.220065,false,0.220065,-0.93,3.2,-0.27117583603020495,0.4869024768271101,-0.83,-0.66,-0.35,0.0,1.5874000000000001,false,,db937832ca6eb5a54b7158de2a60ae9bd42c9da6be7ad61c59493be11bec48d7,
F2759,Float64,9078,0.99956,4,false,0.25,true,0.0,-0.89,-0.33,-0.6225,0.19841559918514473,-0.8825000000000001,-0.7025,-0.635,-0.555,-0.3390000000000001,false,-0.64:1; -0.33:1; -0.89:1; -0.63:1,3d24d7e6bbe8bcb5c9eb6aa88be2b2918c3f4c9a03481e72eafa30d8ac69c2d4,
F2760,Float64,8157,0.89815,161,false,0.220541,false,0.220541,-0.93,3.2,-0.27584864864864866,0.47544648581785964,-0.83,-0.66,-0.35,0.0,1.4775999999999998,false,,93a8d0feae6bf1913e55e6fe66a95f003f748b30e420d938298cb257a74c30be,
F2761,Float64,8155,0.89793,201,false,0.218986,false,0.218986,-0.93,4620.83,12.790485436893206,168.1963417647475,-0.83,-0.68,-0.33,0.0,288.54440000000056,false,,856912eb9b45310d624ca2d1038d0b7b406d6f80c6cd05cedf95227c44c67455,
F2762,Float64,9078,0.99956,3,false,0.5,true,0.0,-0.89,-0.62,-0.7150000000000001,0.1105667219374799,-0.8852,-0.77,-0.675,-0.62,-0.62,false,-0.62:2; -0.89:1; -0.73:1,d0e1ed198e22fb5cfaa0e50d04557c686ec46cc2ac58086c988577c9be57d7d4,
F2763,Float64,8157,0.89815,199,false,0.219459,false,0.219459,-0.93,4620.83,12.234594594594595,167.21076925609194,-0.83,-0.68,-0.34,0.0,238.98359999999988,false,,e30310d72035377363423084e707a332d28e7e60d2cc38bb16198e6c2b960607,
F2764,Float64,7991,0.879872,192,false,0.164986,false,0.164986,-0.87,5.35,-0.20938588450962417,0.5454843276710692,-0.81,-0.59,-0.27,0.0,2.00099999999999,false,,87be423d494b07e39b5dd4cdf4d667956a662cb19b8a9d1bb386394bb8244819,
F2765,Float64,9046,0.996036,32,false,0.083333,true,0.0,-0.87,5.35,-0.1127777777777778,1.0943176745531922,-0.8664999999999999,-0.715,-0.355,-0.04,4.320999999999996,false,,cfd9ad4b4a87093ef0362095d7fcf33434de64919c8796c0b218eb53ede860eb,
F2766,Float64,8017,0.882735,185,false,0.168075,false,0.168075,-0.84,4.4,-0.21425352112676058,0.5164550815124158,-0.81,-0.59,-0.27,0.0,1.983599999999999,false,,c592a17a6d9e6d3be70774850af3d23bdc877c1c1daa45969e6982501a768e65,
F2767,Float64,7991,0.879872,236,false,0.162236,false,0.162236,-0.9,9254.89,14.829624197983502,296.7336438702787,-0.83,-0.61,-0.29,0.0,51.23099999999959,false,,b8e28b39bfaaf51e99c977eb4168af7bcfe4300369e7b32917af424e2058d464,
F2768,Float64,9046,0.996036,30,false,0.083333,true,0.0,-0.87,12.08,0.19666666666666663,2.1926328668723563,-0.8664999999999999,-0.7424999999999999,-0.39,-0.05750000000000001,8.866999999999987,false,,7cf44332c4db3690334cf4e3184dcb20ef25b5ea898a64dea57352c9061b7138,
F2769,Float64,8017,0.882735,231,false,0.166197,false,0.166197,-0.9,1403.67,4.143023474178404,63.99738714930803,-0.8236,-0.61,-0.3,0.0,27.064399999998898,false,,f5f2638bf18b38cf3ce63cdb5a6668c69e875a20ec261b165ba784237fdbb66d,
F2770,Float64,8601,0.947038,153,false,0.04158,false,0.04158,-0.93,2.72,-0.2980873180873181,0.5310736004460477,-0.872,-0.67,-0.45,-0.1,2.015999999999999,false,,7711e0dfba7ea90dec5afc9641a67f3110ac307561c34ae586cbc3f085fcc157,
F2771,Float64,9036,0.994935,38,false,0.043478,true,0.021739,-0.92,1.89,-0.3765217391304348,0.45111079036039936,-0.8975,-0.6775,-0.47,-0.2175,1.1744999999999954,false,,2841738dfa1e0d182cc05bf673810bbd64b326db597b116ec7506d26813ac735,
F2772,Float64,8640,0.951332,149,false,0.042986,false,0.042986,-0.93,2.72,-0.30549773755656107,0.5282887521526366,-0.8859,-0.67,-0.45,-0.11,1.8277999999999894,false,,8f0d4810bc26ecb9228d6740d0e991ccf0a5851b33b7fcad720860a3408274d3,
F2773,Float64,8601,0.947038,176,false,0.037422,false,0.037422,-0.93,23711.26,75.7875467775468,1109.3139484038297,-0.89,-0.71,-0.56,-0.05,636.7779999999977,false,,c3764d9e51cee7ea3f9ae2457b06ba2ea1ca92a0196217f841f1fbb7aca2d461,
F2774,Float64,9036,0.994935,38,false,0.043478,true,0.021739,-0.92,17.14,-0.0002173913043478094,2.5813785406507748,-0.8975,-0.6775,-0.425,-0.1825,9.741999999999953,false,,958156a63fa47f081704833db860e40fd6aa96f09947ea5431ec8d21303471a9,
F2775,Float64,8640,0.951332,167,false,0.038462,false,0.038462,-0.93,4087.2,27.851289592760185,269.1111773220302,-0.89,-0.71,-0.58,-0.0225,537.9936999999965,false,,488baab88a6770119212772d4aee3b645b43a5054084d5bb2f693193077c6fff,
F2776,Float64,3018,0.332306,318,false,0.066623,false,0.066623,-0.93,16.6,-0.022600593667546177,0.5939850338365531,-0.77,-0.28,-0.06,0.08,1.9310999999999967,false,,16df96ae17d9811b5eed98f299dc7f6b25ae02ae0a1832e10438ec84c462a2a0,
F2777,Float64,3842,0.423035,331,false,0.032634,false,0.032634,-0.94,15.17,-0.0015782442748091623,0.6383800239250409,-0.78,-0.32,-0.08,0.16,2.136099999999997,false,,d69bcd2de0ae86c08f299b39867d9ba852b1f5ae52b5de91f5eb8c13f2658228,
F2778,Float64,5944,0.654481,265,false,0.089866,false,0.089866,-0.94,18.16,-0.04921287444231995,0.7136161727436073,-0.82,-0.33,-0.08,0.05,1.8689000000000033,false,,65699ad136882289f6ae339be08a78a6e080b7cb82e58f10ef8cedaf14c2400c,
F2779,Float64,3018,0.332306,520,false,0.051286,false,0.051286,-0.93,387380.08,177.01986312664906,6563.4005922026345,-0.81,-0.47,-0.18,0.07,24.085499999999875,false,,df4ac12e979a82a0384c83fa08fed9c830b96282cb468e5ab3ca0c0a7c049ce7,
F2780,Float64,3842,0.423035,564,false,0.023092,false,0.023092,-0.94,276478.0,149.5419312977099,4646.20230265564,-0.82,-0.49,-0.21,0.11,62.122999999999905,false,,486a22021b80fcbb8ea67aa6051388cf13a5219b7720686efee58951241a32a5,
F2781,Float64,5944,0.654481,337,false,0.078713,false,0.078713,-0.94,4639.99,3.18782982791587,108.93596838307958,-0.8462999999999999,-0.44,-0.13,0.03,7.9733000000000995,false,,cdbdde1b6c6e59748887c0b69b6c04ddaa12297099262b38541c890b942d3699,
F2782,Float64,2481,0.273178,241,false,0.119679,false,0.119679,-0.93,12.77,0.030071201333131344,0.3668164664142375,-0.59,-0.04,0.0,0.05,1.21,false,,ca95744f17dc9c14709b659db80e0219cd9266b80a9a37bbe2a88eb6fc19cbf1,
F2783,Float64,3404,0.374807,397,false,0.047376,false,0.047376,-0.93,13.16,0.15503522367030645,0.7881284029440692,-0.72,-0.18,0.0,0.22,3.2722999999999955,false,,e45367bbc4c9dc97d157ddb9545c57755a844ae8249eb588d978b702f7eb5a4b,
F2784,Float64,3348,0.368641,260,false,0.045344,false,0.045344,-0.8,13.24,0.05296302755493548,0.4932581325320508,-0.52,-0.09,-0.01,0.09,1.630100000000002,false,,f641fa9966411786cca2e0eac81f1ac4f68c28d12d46b46807376e40d3769029,
F2785,Float64,2481,0.273178,390,false,0.036207,false,0.036207,-0.92,37499.75,11.727936676261173,520.3138464177645,-0.75,-0.38,-0.17,0.01,6.31,false,,81763629c49899473778761ed2c42db0669a377e6b4bb0eeca2261a7a9a0fb29,
F2786,Float64,3404,0.374807,774,false,0.033815,false,0.033815,-0.94,131903.91,122.6078848185981,2381.1916293002123,-0.77,-0.37,-0.09,0.2875,547.061199999978,false,,644f6ad2dd9fc7c62bdbe171e0326ea871e379535dfc8919823eb48104e950c0,
F2787,Float64,3348,0.368641,385,false,0.019358,false,0.019358,-0.93,64577.91,14.12363794907569,859.0843000043138,-0.75,-0.42,-0.22,0.0,6.460100000000002,false,,f4db7cce0b19380ef58a92e693f98b09999989f3062138e4cee3c4f0fae5819f,
F2788,Float64,4692,0.516626,313,false,0.06082,false,0.06082,-0.94,17.61,-0.02159681093394078,0.7179242900095592,-0.8,-0.39,-0.1,0.13,2.26,false,,272643607c376fa68f4baa47ce62e12604c0f93739dec08866245a7c417e7cd1,
F2789,Float64,5146,0.566615,307,false,0.025661,false,0.025661,-0.94,17.61,-0.03120680894308943,0.6971004420711209,-0.81,-0.41,-0.12,0.16,2.23,false,,d14432dca70752787e1f4518f69dd59244290782f50c34d4bfa35808aa0a9d14,
F2790,Float64,8028,0.883946,211,false,0.171727,false,0.171727,-0.91,17.11,-0.02505692599620494,1.2961738127028568,-0.81,-0.53,-0.22,0.0,5.8674000000000115,false,,d9e403f63ef2d132d62e8ae839251777934748b3c999a98314e5050c7927d546,
F2791,Float64,4692,0.516626,581,false,0.053531,false,0.053531,-0.94,37845.39,16.99034396355353,618.3789860331782,-0.83,-0.53,-0.21,0.16,55.997799999999025,false,,f4ca3b8fac9b1043a19e1d490329c57e2ff05ba5673a0db64e45b9fde6d32b12,
F2792,Float64,5146,0.566615,578,false,0.019055,false,0.019055,-0.94,37845.39,20.285912093495934,654.8627621942015,-0.8364999999999999,-0.54,-0.23,0.18,97.10400000000045,false,,85401ad9163beadf85734529e56870ac8078e03ef182201fc01d718b5db37ec9,
F2793,Float64,8028,0.883946,248,false,0.166034,false,0.166034,-0.92,434.66,1.7303510436432639,21.977034804431064,-0.85,-0.6,-0.27,0.0,20.96440000000015,false,,287b02a8dbab003a67c44ec31accc3c89fe1d073e28504a54db7511549897147,
F2794,Float64,7787,0.85741,227,false,0.049421,false,0.049421,-0.94,6.82,-0.0815057915057915,0.6414940113272883,-0.85,-0.45,-0.15,0.06,2.3583999999999925,false,,c04d14f36576bdbd799026412df68d90e38b5a1202b64d28a51cd4ca874ff093,
F2795,Float64,8527,0.93889,173,false,0.030631,false,0.030631,-0.91,4.81,-0.14576576576576575,0.6454912921158477,-0.85,-0.55,-0.28,0.05,2.3488000000000104,false,,289ccbe2279f8d476727c1538c663dee3b8d286213e8c6b27746b868c36eb9b6,
F2796,Float64,8081,0.889782,205,false,0.048951,false,0.048951,-0.94,6.88,-0.08806193806193806,0.6015064672384749,-0.85,-0.43,-0.16,0.06,1.94,false,,57a338124edb1486ed08c78b2cce8afbba2c71bfb40271cbf6e0f72aac852c7f,
F2797,Float64,7787,0.85741,271,false,0.039382,false,0.039382,-0.94,41153.23,32.840864864864855,1143.3630191825148,-0.86,-0.54,-0.24,0.0,12.219599999999774,false,,ef2bd088024faad429ab2bc81c1a2fe1f35cb69ef1ac633a67d00bc78be0920f,
F2798,Float64,8527,0.93889,194,false,0.023423,false,0.023423,-0.91,83332.75,277.32645045045047,4120.259269573912,-0.85,-0.615,-0.36,0.0,39.10900000000071,false,,f56043bda1f45aeced1615f42f3d474b5c43646baf037ae7eef22d885c5056a9,
F2799,Float64,8081,0.889782,238,false,0.044955,false,0.044955,-0.94,223.0,0.6614485514485513,9.495221291377478,-0.86,-0.51,-0.23,0.0,11.66,false,,03b5bd7b7ae042c0468a6dd98c9e2de2a1e2796e492c3062bc8d5a8f143429df,
F2800,Float64,8844,0.973794,107,false,0.037815,false,0.037815,-0.92,2.65,-0.25247899159663867,0.5629948333082252,-0.81,-0.66,-0.42,0.0,1.830799999999999,false,,bc2830df3205cdfb093a36f163e9d11027e1afa5ac0346589a75526d29fc0f6e,
F2801,Float64,9081,0.99989,1,true,1.0,true,0.0,-0.78,-0.78,-0.78,0.0,-0.78,-0.78,-0.78,-0.78,-0.78,false,-0.78:1,342218f7e936bc74196aa8f106a97cc75915ff96a250febf325a2ac99799f777,
F2802,Float64,8844,0.973794,106,false,0.042017,false,0.042017,-0.92,2.65,-0.25310924369747895,0.5633427362503067,-0.81,-0.66,-0.42,0.0,1.830799999999999,false,,96cc48a8b5d394b08b02de05532802f9421e49f5c08d0de495084ac0e01fe22c,
F2803,Float64,8844,0.973794,121,false,0.033613,false,0.033613,-0.92,161.76,0.8048319327731093,10.784276124356944,-0.81,-0.68,-0.48,0.0,12.099699999999999,false,,1ce7978ac69bd5c8051f3df31ad19e58474f2d421c0ff2fde60b8fbc358ef6c8,
F2804,Float64,9081,0.99989,1,true,1.0,true,0.0,-0.78,-0.78,-0.78,0.0,-0.78,-0.78,-0.78,-0.78,-0.78,false,-0.78:1,342218f7e936bc74196aa8f106a97cc75915ff96a250febf325a2ac99799f777,F2801
F2805,Float64,8844,0.973794,121,false,0.033613,false,0.033613,-0.92,161.76,0.8044117647058825,10.78433879797187,-0.81,-0.68,-0.48,0.0,12.099699999999999,false,,9041148ff1b0a84cf2759c7d2bf1b0f0c9a4fde9d8f0b904344bb67568b39061,
F2806,Float64,9080,0.99978,2,false,0.5,true,0.0,-0.17,0.09,-0.04000000000000001,0.13,-0.16740000000000002,-0.10500000000000001,-0.04000000000000001,0.024999999999999994,0.08739999999999999,false,0.09:1; -0.17:1,fe7e3fc47c200bfd4a970ef3166e6046cf8e50486ee523ba168dd70bf82a6ce9,
F2807,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,F128
F2808,Float64,9080,0.99978,2,false,0.5,true,0.0,-0.17,0.09,-0.04000000000000001,0.13,-0.16740000000000002,-0.10500000000000001,-0.04000000000000001,0.024999999999999994,0.08739999999999999,false,-0.17:1; 0.09:1,fe7e3fc47c200bfd4a970ef3166e6046cf8e50486ee523ba168dd70bf82a6ce9,F2806
F2809,Float64,9080,0.99978,2,false,0.5,true,0.0,-0.19,0.02,-0.085,0.105,-0.1879,-0.1375,-0.08499999999999999,-0.0325,0.0179,false,0.02:1; -0.19:1,ef3d68850a80409112458879208a7946cea64bf81132502de17c1a966826899c,
F2810,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,F128
F2811,Float64,9080,0.99978,2,false,0.5,true,0.0,-0.19,0.02,-0.085,0.105,-0.1879,-0.1375,-0.08499999999999999,-0.0325,0.0179,false,-0.19:1; 0.02:1,ef3d68850a80409112458879208a7946cea64bf81132502de17c1a966826899c,F2809
F2812,Float64,9003,0.991301,48,false,0.075949,true,0.075949,-0.93,0.75,-0.46316455696202524,0.3270371182579656,-0.852,-0.72,-0.54,-0.325,0.5549999999999997,false,,b30df54bab22da17326afdf8ef1a7bf9ed3e636a9c066945d12751d425c02a9e,
F2813,Float64,9003,0.991301,48,false,0.075949,true,0.075949,-0.93,0.75,-0.46316455696202524,0.3270371182579656,-0.852,-0.72,-0.54,-0.325,0.5549999999999997,false,,b30df54bab22da17326afdf8ef1a7bf9ed3e636a9c066945d12751d425c02a9e,F2812
F2814,Float64,9082,1.0,0,true,1.0,true,,,,,,,,,,,,,a85e5e34b55857d604486871e07d90d2182c96ec5983828468fb8dc535a6c290,F128
F2815,Float64,9003,0.991301,50,false,0.075949,true,0.075949,-0.93,2766.18,34.57253164556962,309.2938305910611,-0.852,-0.72,-0.5,-0.275,609.1445999999968,false,,ae81be8c6b3cc0916f9684bb3e101e8d806a073c7c31c0e703a606ef8c513ef7,
F2816,Float64,9003,0.991301,50,false,0.075949,true,0.075949,-0.93,2766.18,34.57253164556962,309.2938305910611,-0.852,-0.72,-0.5,-0.275,609.1445999999968,false,,ae81be8c6b3cc0916f9684bb3e101e8d806a073c7c31c0e703a606ef8c513ef7,F2815
F2817,Float64,8018,0.882845,179,false,0.157895,false,0.157895,-0.88,14.18,-0.21340225563909776,0.9014776319450015,-0.8437,-0.64,-0.33,0.0,2.6047999999999956,false,,276d46dd1a3a84362f183ca8ddfbedfa3b4dcc0ed25cd17b3889f409b65cf9ec,
F2818,Float64,8796,0.968509,95,false,0.167832,false,0.167832,-0.86,2.76,-0.2972027972027972,0.5216486849227995,-0.83,-0.65,-0.405,0.0,2.0744999999999947,false,,7506bd184ee1f39835238492ee591ac3d645e78b05bddfa3cb6ed34479f89dc8,
F2819,Float64,8237,0.906959,162,false,0.15858,false,0.15858,-0.88,14.18,-0.23863905325443785,0.7331817141271765,-0.85,-0.64,-0.33,0.0,1.8259999999999945,false,,e094240f2a7638743ca8257257b9415f915ac6e409859a530a72ce1eae71a0b5,
F2820,Float64,8018,0.882845,217,false,0.159774,false,0.159774,-0.93,14864.9,15.425310150375939,456.1549811565433,-0.8537,-0.66,-0.395,0.0,29.377499999999372,false,,b6ce09a47c9746c6cad26feb2336ce3f4d2d98e5c05c23e9883f4ca09126955f,
F2821,Float64,8796,0.968509,91,false,0.157343,false,0.157343,-0.86,365.36,1.6232517482517486,22.718513035210478,-0.83,-0.67,-0.46,0.0,22.975999999998372,false,,c870bf6693d8325f82a5bda00543108d4b4885762d540f1f60660fca9a5358e2,
F2822,Float64,8237,0.906959,200,false,0.15858,false,0.15858,-0.93,65401.36,97.3024378698225,2305.670966725504,-0.86,-0.67,-0.38,0.0,30.469999999999686,false,,91d051e027a5f42da0f9a8e968a6ebc895e10690cd8e744744e28a5c19c50744,
F2823,Float64,8078,0.889452,229,false,0.0249,false,0.0249,-0.91,6.13,-0.12035856573705178,0.7377358971208678,-0.83,-0.6225,-0.31,0.07,2.6679000000000017,false,,7d2841a3eb1f60353104819d6605003ea1ce45a8db4c9961915fcef5959093e9,
F2824,Float64,8777,0.966417,157,false,0.032787,false,0.032787,-0.91,4.55,0.02163934426229508,0.8120820848598925,-0.8396,-0.61,-0.12,0.33,2.3827999999999965,false,,f7976cffa9543cf005d99e492a4e90b0c7f2b555d11fec950822f408075e2d44,
F2825,Float64,8332,0.917419,181,false,0.022667,false,0.021333,-0.87,6.13,-0.24936000000000003,0.6096351835865993,-0.83,-0.65,-0.42,-0.03,1.8,false,,2d9e915f125d3a46180afc65241fc40e8a35641289add98ab5f3ca5befdbb46f,
F2826,Float64,8078,0.889452,332,false,0.022908,false,0.01992,-0.87,199390.95,374.7311055776892,7819.577799670661,-0.83,-0.66,-0.41,0.2625,592.7362000000002,false,,035a02162c9c4020e506f9f6a78afbd44bea154b0efa7e4bf28735af46a6a50d,
F2827,Float64,8777,0.966417,191,false,0.029508,false,0.019672,-0.86,199390.95,1146.220655737705,14145.200972131332,-0.8496,-0.64,-0.15,1.34,336.6963999999986,false,,3165dc77a668f9ef921cce5b77e0ea1663033823d1ae29a4068cdeee6eddb6fa,
F2828,Float64,8332,0.917419,226,false,0.025333,false,0.02,-0.87,976.28,3.830226666666667,48.10872761930648,-0.8402,-0.68,-0.485,-0.03,41.05339999999998,false,,54b62ec48e7a7ad3d916d51c5baf403d492957ddc76c94b95aa68bc37d7d945e,
F2829,Float64,6914,0.761286,298,false,0.0881,false,0.02214,0.0,6618.0,63.95664206642066,214.6747453126966,0.0,3.0,16.0,56.0,652.5599999999977,true,,dde1c11b0aeaa8e1f0f2350cb8b318493887ce18f8b1722aa5a70a1f95b4b36d,
F2830,Float64,7792,0.857961,265,false,0.073643,false,0.010078,0.0,6618.0,84.48139534883721,270.8009281319449,0.8900000000000006,4.0,26.0,71.0,889.5399999999986,true,,3bd61c1e5461fc46abf7de20867ca6118a7da027381cfc82dab39b77d6bfe50a,
F2831,Float64,7902,0.870073,170,false,0.121186,false,0.029661,0.0,779.0,33.90847457627119,72.96619901960084,0.0,3.0,7.0,38.0,429.47000000000025,true,,b3521d848d72e82822490e193e630f9ab06f1dd53cf8ddcaf3e885147954254b,
F2832,Float64,6914,0.761286,298,false,0.0881,false,0.02214,0.0,6618.0,63.95664206642066,214.6747453126966,0.0,3.0,16.0,56.0,652.5599999999977,true,,dde1c11b0aeaa8e1f0f2350cb8b318493887ce18f8b1722aa5a70a1f95b4b36d,F2829
F2833,Float64,7792,0.857961,265,false,0.073643,false,0.010078,0.0,6618.0,84.48139534883721,270.8009281319449,0.8900000000000006,4.0,26.0,71.0,889.5399999999986,true,,3bd61c1e5461fc46abf7de20867ca6118a7da027381cfc82dab39b77d6bfe50a,F2830
F2834,Float64,7902,0.870073,170,false,0.121186,false,0.029661,0.0,779.0,33.90847457627119,72.96619901960084,0.0,3.0,7.0,38.0,429.47000000000025,true,,b3521d848d72e82822490e193e630f9ab06f1dd53cf8ddcaf3e885147954254b,F2831
F2835,Float64,8524,0.93856,215,false,0.023297,false,0.0,1.0,6618.0,111.94802867383513,316.53015023636954,2.5700000000000003,25.0,52.0,107.5,726.4399999999996,true,,542abd7a6f4fb8f52a5272d184010475bf5922b5c50d97bf62374eef0532f4c7,
F2836,Float64,8828,0.972033,141,false,0.031496,false,0.0,2.0,674.0,99.97637795275591,130.01244426004507,2.5300000000000002,26.0,52.0,111.0,572.55,true,,a00aa1fcba9e8e4b62c2199691eb346f18b75b016ee6e92d70f8e10ba1e4af68,
F2837,Float64,8588,0.945607,202,false,0.022267,false,0.0,1.0,6618.0,116.12753036437248,334.21996007377334,3.0,25.25,53.0,109.0,734.3599999999997,true,,be9ac736ec6b3e5f2bd824ee9a6244c539a87fd88ff54483872a6b90b7b96942,
F2838,Float64,8524,0.93856,215,false,0.023297,false,0.0,1.0,6618.0,111.94802867383513,316.53015023636954,2.5700000000000003,25.0,52.0,107.5,726.4399999999996,true,,542abd7a6f4fb8f52a5272d184010475bf5922b5c50d97bf62374eef0532f4c7,F2835
F2839,Float64,8828,0.972033,141,false,0.031496,false,0.0,2.0,674.0,99.97637795275591,130.01244426004507,2.5300000000000002,26.0,52.0,111.0,572.55,true,,a00aa1fcba9e8e4b62c2199691eb346f18b75b016ee6e92d70f8e10ba1e4af68,F2836
F2840,Float64,8588,0.945607,202,false,0.022267,false,0.0,1.0,6618.0,116.12753036437248,334.21996007377334,3.0,25.25,53.0,109.0,734.3599999999997,true,,be9ac736ec6b3e5f2bd824ee9a6244c539a87fd88ff54483872a6b90b7b96942,F2837
F2841,Float64,112,0.012332,530,false,0.038573,false,0.022185,0.0,6618.0,65.61527313266444,181.2560404736984,0.0,9.0,31.0,64.0,655.3099999999995,true,,e1ea87314aff9433afe5a40830c7bb2d6d75735486232bb14e390c9fc7d88b91,
F2842,Float64,626,0.068928,530,false,0.033349,false,0.011826,0.0,6618.0,69.23048722800378,186.0442077314298,0.0,12.0,34.0,67.0,670.7000000000044,true,,f4ff0c86f3cf9e78d621f183cb1a35c8cba2cab7319693aec7d34e60c71ed0ac,
F2843,Float64,402,0.044263,530,false,0.03318,false,0.011406,0.0,6618.0,67.6889400921659,183.8605024134453,0.0,11.0,33.0,66.0,660.0499999999956,true,,89b131347c8df9d3cfc6e5260b5c443649c21232e2df15b4fa95aaedfe7c2559,
F2844,Float64,112,0.012332,530,false,0.038573,false,0.022185,0.0,6618.0,65.61527313266444,181.2560404736984,0.0,9.0,31.0,64.0,655.3099999999995,true,,e1ea87314aff9433afe5a40830c7bb2d6d75735486232bb14e390c9fc7d88b91,F2841
F2845,Float64,626,0.068928,530,false,0.033349,false,0.011826,0.0,6618.0,69.23048722800378,186.0442077314298,0.0,12.0,34.0,67.0,670.7000000000044,true,,f4ff0c86f3cf9e78d621f183cb1a35c8cba2cab7319693aec7d34e60c71ed0ac,F2842
F2846,Float64,402,0.044263,530,false,0.03318,false,0.011406,0.0,6618.0,67.6889400921659,183.8605024134453,0.0,11.0,33.0,66.0,660.0499999999956,true,,89b131347c8df9d3cfc6e5260b5c443649c21232e2df15b4fa95aaedfe7c2559,F2843
F2847,Float64,476,0.052411,529,false,0.029979,false,0.016733,0.0,6618.0,68.1902161282826,184.553069383939,0.0,11.0,33.0,66.0,663.7500000000036,true,,9c8f7d455eec66c8734d96ea09b43b3d5d5ef302891fbecd7ca950b7ed13f5a5,
